key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,7.2589,0,45,45,46,1,プミ　ドキ　ムク,,,CartoonStims/boxer_punch_cowboy_r.jpg,audio/pumidokimuku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,2.3184,0,46,46,47,1,プミ　ドキ　ピポ,,,CartoonStims/boxer_punch_doctor_r.jpg,audio/pumidokipipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,26.5122,0,47,47,12,1,トマ　シド　ホレト,,,CartoonStims/artist_point_chef_r.jpg,audio/tomasidohoreto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,space,0.9833,left,1,4.7001,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,CartoonStims/doctor_kick_burglar_r.jpg,セル　ピポ　ルピン,CartoonStims/doctor_kick_chef_r.jpg,left,CartoonStims/doctor_kick_burglar_r.jpg,audio/serupipolupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,1,3.4875,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,9,1,CartoonStims/chef_kick_artist_r.jpg,セル　ムク　シド,CartoonStims/cowboy_kick_artist_r.jpg,right,CartoonStims/cowboy_kick_artist_r.jpg,audio/serumukusido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,0,14.2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,10,1,CartoonStims/artist_shoot_burglar_r.jpg,パツ　シド　ルピン,CartoonStims/chef_shoot_burglar_r.jpg,left,CartoonStims/artist_shoot_burglar_r.jpg,audio/patsusidolupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,1,4.0865,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,11,1,CartoonStims/burglar_punch_cowboy_r.jpg,プミ　ホレト　ムク,CartoonStims/chef_punch_cowboy_r.jpg,right,CartoonStims/chef_punch_cowboy_r.jpg,audio/pumihoretomuku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,1,3.5231,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,1,CartoonStims/chef_point_burglar_r.jpg,トマ　ホレト　シド,CartoonStims/chef_point_artist_r.jpg,right,CartoonStims/chef_point_artist_r.jpg,audio/tomahoretosido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,left,1,4.7063,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,1,CartoonStims/doctor_punch_boxer_r.jpg,プミ　ピポ　ドキ,CartoonStims/doctor_shoot_boxer_r.jpg,left,CartoonStims/doctor_punch_boxer_r.jpg,audio/pumipipodoki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,1,2.9869,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,1,CartoonStims/cowboy_punch_doctor_r.jpg,プミ　ムク　ドキ,CartoonStims/cowboy_punch_boxer_r.jpg,right,CartoonStims/cowboy_punch_boxer_r.jpg,audio/pumimukudoki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,left,1,4.8605,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,1,CartoonStims/boxer_shoot_doctor_r.jpg,パツ　ドキ　ピポ,CartoonStims/boxer_shoot_artist_r.jpg,left,CartoonStims/boxer_shoot_doctor_r.jpg,audio/patsudokipipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,1,2.5202,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,1,CartoonStims/artist_punch_cowboy_r.jpg,セル　シド　ムク,CartoonStims/artist_kick_cowboy_r.jpg,right,CartoonStims/artist_kick_cowboy_r.jpg,audio/serusidomuku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,1,3.5545,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,5,1,CartoonStims/cowboy_point_chef_r.jpg,パツ　ムク　ホレト,CartoonStims/cowboy_shoot_chef_r.jpg,right,CartoonStims/cowboy_shoot_chef_r.jpg,audio/patsumukuhoreto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,left,1,2.0549,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,4,1,CartoonStims/burglar_point_boxer_r.jpg,トマ　ルピン　ドキ,CartoonStims/burglar_kick_boxer_r.jpg,left,CartoonStims/burglar_point_boxer_r.jpg,audio/tomalupindoki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,right,0,4.4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,8,1,CartoonStims/doctor_point_cowboy_r.jpg,トマ　ピポ　ムク,CartoonStims/boxer_point_cowboy_r.jpg,left,CartoonStims/doctor_point_cowboy_r.jpg,audio/tomapipomuku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.477,パツ　ピポ　ドキ,right,20.9097,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/doctor_punch_boxer_r.jpg,audio/pumipipodoki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,1,プミ　ピポ　ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パツ　ムク　ピポ,right,11.0433,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/cowboy_shoot_doctor_r.jpg,audio/patsumukupipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,1,パツ　ムク　ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,セル　ムク　ルピン,right,8.1935,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/cowboy_kick_burglar_r.jpg,audio/serumukulupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,セル　ムク　ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,セル　ピポ　ホレト,right,7.3264,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/doctor_kick_chef_r.jpg,audio/serupipohoreto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,セル　ピポ　ホレト,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パツ　ルピン　ホレト,right,13.9067,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/burglar_shoot_chef_r.jpg,audio/patsulupinhoreto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,1,パツ　ルピン　ホレト,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パツ　ホレト　ムク,right,42.5537,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/chef_shoot_cowboy_r.jpg,audio/patsuhoretomuku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,1,パツ　ホレト　ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,37.0845,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/artist_point_boxer_r.jpg,audio/tomasidodoki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,1,トマ　シド　ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,セル　ドキ　ムク,right,17.3892,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/boxer_kick_cowboy_r.jpg,audio/serudokimuku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,1,セル　ドキ　ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,トマ　シド　ルピン,right,12.8965,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/chef_point_burglar_r.jpg,audio/tomahoretolupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,5,1,トマ　ホレト　ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,トマ　ルピン　シド,right,10.704,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/burglar_point_artist_r.jpg,audio/tomalupinsido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,1,トマ　ルピン　シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パツ　シド　ルピン,right,22.0934,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/artist_punch_burglar_r.jpg,audio/pumisidolupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,9,1,プミ　シド　ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,プミ　ドキン　ホレト,right,10.253,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,CartoonStims/boxer_punch_artist_r.jpg,audio/pumidokisido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,プミ　ドキ　シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0531,0,1,1,1,1,AffExposure.xlsx,"第二のトライアルの学習では、この言語で書かれた文を見ていただきます。引き続き注意して、 聞こえた音を復唱してください。


スペースキーを押してください。",1,AffFCT.xlsx,ここからクイズが始まります。 スクリーンに表示されるテキストに合う画像を選んでください。,AffTest.xlsx,1,次にここまで学んだことをアウトプットしていただきます。 表示される画像を描写していると思う単語を、テキストボックスにタイプしてください。 答えを提出したあとに正しい正解が少しの間画面に写ります。,1,"これで第二のトライアルが終了しました。 ここで休憩をとっていただいても構いません。

休憩が終わりましたら、 スペースキーを押して続きの学習を行いましょう。",,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,space,2.0597,space,19.1058,0,0,0,12,1,トマ　ピク　シド　ホレト,,,CartoonStims/artist_point_chef_r_no.jpg,audio/tomapikusidohoreto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,20.092,0,1,1,6,1,ピク　セル　ムク　ピポ,,,CartoonStims/cowboy_kick_doctor_r_no.jpg,audio/pikuserumukupipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,12.0466,0,2,2,30,1,パツ　ピク　ムク　シド,,,CartoonStims/cowboy_shoot_artist_r_no.jpg,audio/patsupikumukusido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,5.7394,0,3,3,20,1,トマ　ピク　ピポ　シド,,,CartoonStims/doctor_point_artist_r_no.jpg,audio/tomapikupiposido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,26.8159,0,4,4,19,1,ピク　トマ　ムク　シド,,,CartoonStims/cowboy_point_artist_r_no.jpg,audio/pikutomamukusido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,13.3973,0,5,5,3,1,セル　ピク　ルピン　ムク,,,CartoonStims/burglar_kick_cowboy_r_no.jpg,audio/serupikulupinmuku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,13.2752,0,6,6,46,1,ピク　プミ　ドキ　ムク,,,CartoonStims/boxer_punch_cowboy_r_no.jpg,audio/pikupumidokimuku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3Rf41HmUdWO9jSZ,2022-11-20_11h25.34.650,jpn_C01,2022.1.2,Linux x86_64,59.99520038,,,space,16.5264,0,7,7,24,1,パツ　ピク　シド　ムク,,,CartoonStims/artist_shoot_cowboy_r_no.jpg,audio/patsupikusidomuku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
