key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,0.677,1,3,9,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,548.952,1,4,10,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,0.733,1,5,11,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,1.786,2,0,12,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,5.212,2,1,13,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,1.665,2,2,14,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,1.487,2,3,15,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,0.207,2,4,16,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,space,1.515,2,5,17,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,space,1.809,left,1,0.635,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,right,1,0.76,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,right,1,0.169,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,right,1,0.305,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,left,1,0.422,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,left,1,0.864,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,left,1,0.726,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,right,1,1.767,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,left,1,0.476,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,right,1,1.697,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,left,1,0.539,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,right,1,0.336,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.318,シド,right,5.039,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,2.346,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,3.8,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,3.213,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,2.98,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,4.715,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,2.653,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,3.655,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,2.224,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,2.525,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,4.311,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uWhJofEioeTrbT,2022-09-13_22h11.28.897,jpn_C03,2022.1.2,MacIntel,11.49425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,2.884,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
