key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,NegVSentence,VNegSentence,NegTF
space,0.481,space,0.801,0,0,0,0,1,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,space,5.144,space,0.293,0,0,0,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.116,0,1,1,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.835,0,2,2,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,2.094,0,3,3,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.387,0,4,4,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.226,0,5,5,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.977,1,0,6,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.478,1,1,7,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.714,1,2,8,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,1.404,1,3,9,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.26,1,4,10,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.301,1,5,11,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.503,2,0,12,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.228,2,1,13,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.046,2,2,14,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.602,2,3,15,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,0.529,2,4,16,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,space,1.429,2,5,17,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,space,2.61,left,1,0.519,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,left,1,0.502,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,left,1,0.47,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,left,1,1.745,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,left,1,0.349,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,right,1,0.517,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,right,1,0.809,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,right,1,1.175,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,right,1,1.194,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,right,1,0.402,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,right,1,0.162,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,left,1,0.778,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.334,ルピン,right,5.468,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,2.673,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,3.044,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,4.204,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,3.281,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,2.977,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,2.979,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,2.424,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,2.694,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,3.049,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,5.815,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,6.283,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_Adj0T9ccLWsmM4V,2022-06-26_16h47.07.217,jpn_C01,2022.1.2,MacIntel,58.82352941,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,11,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
