key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,space,4.4783,2,1,13,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,space,2.6756,2,2,14,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,space,2.3819,2,3,15,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,space,1.4939,2,4,16,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,space,1.2697,2,5,17,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,space,4.6429,left,1,2.3644,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,right,1,1.2702,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,right,1,2.2676,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,right,1,0.9685,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,left,1,1.2292,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,left,1,0.6726,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,right,1,1.1111,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,right,1,0.6698,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,right,1,0.9722,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,left,1,1.018,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,left,1,0.7764,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,left,1,1.1704,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.2455,ピポ,right,8.5046,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,6.4032,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,4.5939,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,3.2374,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,5.531,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,3.9901,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,2.9338,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,3.4343,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,5.3267,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,3.4811,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,4.4341,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,2.8274,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_1gMFlk8MiIaGlf2,2022-09-13_17h59.58.751,jpn_C03,2022.1.2,Win32,60.37189085,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,11,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,
