key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,left,1,0.5494,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,right,1,0.7834,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,right,1,1.0324,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,left,1,1.1252,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,left,1,1.0156,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,right,1,1.4482,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,right,1,0.4756,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,left,1,1.6303,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,left,1,0.4901,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.0117,ルピン,right,4.8996,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,3.6496,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,5.2926,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,2.9083,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,1.957,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,4.0274,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,4.9051,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,3.8232,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,4.3766,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,2.5781,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2qqu8cm1WbYxBch,2022-09-03_15h01.45.928,jpn_C03,2022.1.2,Win32,61.74364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,4.4419,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
